,object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
4296,50049510,285.996094,-28.29155,8.477254,-15.010599,0,0.1635,0.2427,0.7437,40.4287,0.167,62
4299,50089586,158.378906,-39.83844,276.08365,15.736199,0,0.0,0.0,0.0,,0.072,16
4302,50120717,276.730774,-46.178181,348.462286,-15.259978,0,0.0,0.0,0.0,,0.062,16
4305,50150449,356.835938,-32.97485,6.18028,-74.970139,0,0.1832,0.2051,0.0149,40.017,0.009,62
4309,50218120,286.875,-7.933337,27.65736,-7.161222,0,0.0,0.0,0.0,,0.282,16
4310,50228511,175.605469,-34.953865,287.26517,25.809473,0,0.1133,0.2657,0.5724,40.6529,0.083,42
4313,50382323,341.71875,-35.869247,6.841343,-62.185044,0,0.4287,0.5166,0.3236,42.3466,0.012,62
4315,50420178,128.144531,-4.780192,229.510584,19.926391,0,0.1828,0.1322,0.1101,38.9664,0.036,62
4317,50429346,132.363281,-16.957764,242.608051,16.633572,0,0.0,0.0,0.0,,0.096,16
4318,50445945,285.117188,-36.238361,0.523813,-17.327401,0,0.9775,0.9638,0.2693,44.0013,0.12,42
4319,50483812,314.824219,-15.713861,32.324117,-35.242899,0,0.1045,0.1067,0.0121,38.4648,0.038,62
4322,50669045,304.277344,-24.296478,18.749028,-28.935681,0,0.3365,0.3017,0.5625,40.9696,0.08,88
4324,50774437,200.742188,-21.221792,312.692388,41.051616,0,0.783,1.0826,0.2589,44.3134,0.098,88
4326,50875482,3.339844,-36.423573,341.55327,-77.689655,0,0.1792,0.1869,0.0101,39.7924,0.009,62
4327,50926314,268.967896,-49.31284,343.232429,-11.915213,0,0.0,0.0,0.0,,0.125,16
4328,50935885,109.335938,-31.213543,243.66384,-8.652985,0,0.0626,0.0535,0.037,36.8882,0.151,42
4331,50952355,193.359375,1.940072,304.105711,64.807262,0,0.1349,0.1368,0.1534,39.0484,0.019,62
4332,50957767,345.9375,-19.31304,44.741538,-64.11685,0,1.3235,2.0674,0.3198,46.0452,0.027,88
4336,51053939,13.183594,-36.423573,301.317792,-80.700616,0,0.2479,0.2801,0.0101,40.7839,0.012,42
4337,51055844,93.691406,0.298417,208.455488,-8.014628,0,0.0,0.0,0.0,,0.331,16
4341,51139333,98.273544,-48.336796,256.96576,-22.827138,0,0.1729,0.5521,0.2237,42.5204,0.066,62
4346,51255215,201.796875,-35.136116,311.141767,27.165086,0,0.8404,0.7931,0.023,43.4795,0.054,42
4348,51352791,217.441406,-2.089372,345.866218,52.388168,0,0.0953,0.0958,0.0164,38.2163,0.038,42
4349,51398857,249.609375,-31.563116,349.318822,10.20133,0,0.1033,0.1114,0.803,38.5652,0.286,62
4350,51411523,180.231964,-53.956783,295.465067,8.181073,0,0.1604,0.1394,0.0164,39.0918,0.199,42
4353,51452175,277.734375,-41.212543,353.460622,-13.92307,0,0.1991,0.1961,0.009,39.9084,0.09,42
4356,51492407,273.152863,-61.001064,333.295142,-19.030471,0,0.0,0.0,0.0,,0.087,16
4357,51493116,128.671875,1.044512,224.381065,23.314109,0,0.0846,0.089,0.0263,38.0452,0.04,42
4363,51571190,328.535156,-37.544327,5.81602,-51.507396,0,0.1158,0.1018,0.0139,38.3567,0.02,62
4364,51578826,44.375,-49.702389,264.586014,-56.980038,0,0.2044,0.1961,0.0127,39.9084,0.021,42
4366,51680420,186.679688,-18.681826,294.809513,43.799728,0,0.2333,0.2232,0.0199,40.2234,0.043,42
4368,51726360,309.726562,-2.836105,43.223538,-25.104751,0,0.2882,0.6253,0.2514,42.8481,0.056,42
4372,51775148,69.082031,-23.317957,221.828193,-39.411409,0,0.1719,0.225,0.0323,40.243,0.039,42
4373,51775903,110.599998,-47.945496,259.535288,-14.96793,0,0.0493,0.0565,0.0211,37.0095,0.147,62
4375,51833345,160.839844,-41.0145,278.380243,15.672145,0,0.0,0.0,0.0,,0.069,16
4378,51897185,77.553192,-45.98114,251.702115,-36.317772,0,0.15,0.1312,0.2031,38.95,0.016,42
4380,51961807,196.347656,-20.105511,307.38689,42.645513,0,0.1234,0.106,0.0148,38.4513,0.082,42
4382,52020603,345.295288,-42.210369,351.87531,-62.965143,0,0.1051,0.0875,0.0126,38.0067,0.008,42
4384,52074857,124.453125,-14.940303,236.483404,11.472879,0,1.1864,1.0752,0.1084,44.2949,0.071,88
4385,52118002,152.89473,-58.350353,283.225992,-1.732933,0,0.0,0.0,0.0,,2.281,16
4392,52320160,122.34375,-37.732746,254.659756,-2.537809,0,0.0,0.0,0.0,,1.051,16
4393,52383458,121.816406,-29.313198,247.342639,1.653626,0,0.0,0.0,0.0,,0.463,16
4395,52405439,128.671875,1.940072,223.527474,23.749498,0,0.3285,0.3265,0.0094,41.1679,0.034,42
4398,52437992,4.394531,-35.685333,340.969341,-78.811218,0,0.3196,0.3671,0.0312,41.4651,0.013,88
4399,52439522,10.195312,-0.74606,116.954168,-63.494053,0,1.7615,1.9882,0.0989,45.9415,0.02,88
4401,52482475,85.78125,-4.031936,208.673373,-17.02468,0,0.0,0.0,0.0,,0.749,16
4405,52616603,283.886719,-41.0145,355.479858,-18.136296,0,0.0,0.0,0.0,,0.09,16
4408,52740863,33.222656,2.985506,159.220341,-54.045877,0,0.5934,0.6233,0.0376,42.8395,0.031,42
4409,52779878,339.609375,-9.442778,55.982894,-53.99918,0,0.1648,2.2963,0.744,46.3234,0.043,62
4410,52815591,24.433594,-10.806923,158.865416,-70.377333,0,0.2771,0.2752,0.0079,40.7399,0.023,42
4411,52817352,185.976562,-23.155577,294.748356,39.27829,0,0.1087,0.1086,0.0133,38.5067,0.059,62
4412,52831518,119.355469,-13.248015,232.403499,8.134014,0,0.1426,0.165,0.0166,39.4929,0.083,42
4413,52878431,207.905029,-56.827923,311.129966,5.082839,0,0.0,0.0,0.0,,0.477,16
4420,53124222,320.976562,-11.567418,40.125806,-39.023549,0,0.6796,0.723,0.0241,43.233,0.055,88
4422,53143281,139.042969,-28.630989,256.02296,14.045119,0,0.0,0.0,0.0,,0.124,16
4427,53288036,74.003906,-27.953188,228.997225,-36.380362,0,0.3188,0.3714,0.0198,41.4946,0.022,42
4434,53345639,143.4375,-24.788561,255.906156,19.536065,0,0.0943,0.0949,0.7244,38.1939,0.051,42
4437,53407380,53.085938,-38.111038,241.385834,-54.693517,0,0.4724,0.3756,0.0395,41.5236,0.021,88
4438,53484764,196.171875,-33.689194,306.086069,29.101396,0,0.0,0.0,0.0,,0.046,16
4439,53498362,145.653061,-44.003082,270.821644,6.784487,0,0.0875,0.1143,1.0892,38.6267,0.237,62
4440,53533088,309.375,-4.331149,41.584287,-25.507427,0,0.0,0.0,0.0,,0.055,16
4441,53533366,166.113281,-11.415158,265.45047,43.535113,0,0.0,0.0,0.0,,0.034,16
4448,53621646,253.125,-22.185358,358.77831,13.683398,0,0.0795,0.1532,0.3247,39.3162,0.335,42
4449,53627887,8.4375,-17.113819,99.812866,-79.183122,0,0.4174,0.4099,1.2016,41.7472,0.017,42
4450,53641640,349.453125,-20.582914,44.904529,-67.656366,0,0.2467,0.3075,0.1088,41.0175,0.025,42
4452,53655507,150.820312,-4.929937,244.74597,38.268785,0,0.0,0.0,0.0,,0.029,16
4454,53673297,52.734375,-7.933337,193.520204,-47.68171,0,0.0,0.0,0.0,,0.07,16
4457,53757753,344.882812,-1.044512,72.414794,-52.576414,0,0.3427,0.4336,0.6559,41.892,0.045,62
4461,53834212,62.929688,-13.401351,206.929856,-41.404183,0,0.0568,0.1005,0.0239,38.3265,0.052,62
4462,53856704,166.224487,-44.003082,283.448497,14.801168,0,0.0,0.0,0.0,,0.147,16
4469,54001680,103.3125,-44.993881,254.710522,-18.506878,0,0.2973,0.2748,0.1892,40.7365,0.066,62
4470,54013347,349.277344,-30.0,19.447542,-69.127687,0,0.4174,0.3645,0.2484,41.4475,0.02,42
4471,54026126,166.021271,-45.98114,284.154017,12.939916,0,0.0,0.0,0.0,,0.102,16
4472,54038461,114.433594,-37.92165,251.632035,-8.011984,0,1.6214,0.7419,0.224,43.3016,0.314,88
4476,54063785,59.414062,-4.331149,194.202856,-40.143229,0,0.3256,0.3296,0.0044,41.192,0.092,88
4477,54098685,227.109375,-25.447729,338.044383,27.927265,0,0.128,0.3319,0.2591,41.2095,0.112,42
4479,54205468,282.304688,-32.619843,3.07405,-13.800712,0,0.0,0.0,0.0,,0.101,16
4481,54292335,92.109375,-17.426323,224.119094,-17.154191,0,0.1864,0.1825,0.0217,39.7356,0.131,62
4482,54315699,243.457031,-8.084014,4.643823,29.68264,0,0.0,0.0,0.0,,0.217,16
4483,54338231,303.260864,-60.245399,336.773023,-33.355819,0,0.5183,0.5831,0.2624,42.6636,0.034,42
4484,54391376,176.835938,-10.655059,278.432377,49.143662,0,0.0,0.0,0.0,,0.022,16
4485,54397851,80.507812,-18.997131,221.114689,-27.933867,0,0.1033,0.0855,0.0234,37.9544,0.05,42
4488,54474539,290.209595,-59.109406,337.688839,-26.728091,0,0.2446,0.2574,0.0377,40.5739,0.118,42
4489,54475110,356.764709,-61.75544,315.748223,-53.741674,0,0.2815,0.5277,0.1162,42.4019,0.017,42
4492,54659129,240.820312,-10.655059,0.451551,30.091678,0,0.0,0.0,0.0,,0.236,16
4494,54714301,175.429688,-24.788561,283.436139,35.429869,0,0.2241,0.249,0.0123,40.4919,0.04,42
4496,54774214,55.404625,-57.970295,271.040894,-47.250128,0,0.1008,0.0928,0.1036,38.1435,0.014,62
4498,54793663,85.625,-49.702389,256.685583,-31.219571,0,0.9228,0.9807,0.0672,44.0478,0.034,88
4499,54845637,302.519531,-6.579593,36.01711,-20.469121,0,0.1312,2.3352,0.9145,46.3678,0.074,62
4500,54855653,19.6875,-22.831406,179.644327,-82.467893,0,0.1746,2.3539,1.2105,46.389,0.016,62
4501,54868343,329.414062,-12.788582,43.560206,-46.975572,0,0.4798,0.4784,0.0209,42.1462,0.035,42
4502,54883621,143.613281,-31.03924,260.657747,15.229536,0,0.0,0.0,0.0,,0.119,16
4504,54893461,313.417969,-39.450893,2.763707,-39.727374,0,0.0,0.0,0.0,,0.044,16
4505,54907007,356.835938,-40.033035,344.670203,-71.48986,0,0.2229,0.2429,0.0096,40.4311,0.012,62
4509,54935411,156.495529,-48.141209,279.384635,7.968242,0,0.0,0.0,0.0,,0.205,16
4511,55022270,129.630676,-57.399525,273.724268,-9.68082,0,0.0,0.0,0.0,,0.175,16
4514,55111045,332.402344,-31.738394,15.516535,-54.664954,0,0.1313,0.1365,0.0088,39.0429,0.015,42
4515,55182054,288.984375,-14.940303,22.178915,-12.081717,0,0.0,0.0,0.0,,0.129,16
4516,55222930,163.476562,-27.11186,273.024162,28.847624,0,0.2815,0.4344,0.3862,41.8963,0.062,62
4518,55417986,285.292969,-26.944359,9.499371,-13.904495,0,0.0,0.0,0.0,,0.197,16
4527,55659088,170.169907,-51.642994,288.916273,8.741915,0,0.0,0.0,0.0,,0.212,16
4530,55722278,118.344154,-61.566963,274.303521,-16.729104,0,0.0,0.0,0.0,,0.196,16
4531,55724631,175.429688,-9.442778,275.741146,49.712418,0,0.9315,0.9285,0.0552,43.9013,0.024,42
4532,55823003,176.800949,-50.67416,292.647841,10.910517,0,0.0,0.0,0.0,,0.127,16
4533,55828424,329.941406,-3.583322,55.153939,-42.764619,0,0.0,0.0,0.0,,0.072,16
4535,55921392,58.5989,-56.255466,267.698798,-46.402343,0,0.2679,0.2738,0.0251,40.7272,0.013,42
4537,55976189,269.824219,1.193748,27.986338,12.133689,0,0.0998,0.1017,0.0102,38.3551,0.301,62
4538,55982140,19.863281,-25.944481,203.813015,-83.624159,0,0.1145,0.1588,0.2851,39.4021,0.011,42
4539,56002762,358.417969,-35.685333,354.541149,-75.022451,0,0.0917,0.0957,0.0123,38.2146,0.011,42
4541,56125086,304.969879,-59.29895,337.848744,-34.270722,0,0.0735,0.0483,0.0141,36.6569,0.039,42
4543,56173869,296.894531,-7.782714,32.278967,-15.997509,0,0.0,0.0,0.0,,0.196,16
4545,56204125,42.1875,-15.249383,195.381312,-60.288427,0,0.341,0.4264,0.382,41.8484,0.025,42
4548,56287702,100.301208,-43.207821,252.16163,-19.946485,0,0.0,0.0,0.0,,0.068,16
4550,56320877,127.372879,-57.209084,272.848774,-10.564435,0,0.0,0.0,0.0,,0.195,16
4552,56369732,23.378906,-21.702768,185.664101,-78.998543,0,1.7389,1.7129,0.0906,45.5443,0.014,88
4554,56381693,178.411758,-42.010422,291.584093,19.584382,0,0.077,0.0688,0.0281,37.4568,0.17,62
4559,56430809,153.808594,-7.782714,249.990109,38.538382,0,0.0,0.0,0.0,,0.035,16
4561,56479755,23.730469,-7.180756,152.261435,-67.54195,0,0.0328,0.0529,0.0149,36.8634,0.028,42
4562,56493073,69.609375,3.433834,192.990444,-27.373437,0,0.2621,0.2474,0.0221,40.4762,0.177,42
4563,56539682,356.357147,-50.86816,326.32316,-63.156834,0,0.0,0.0,0.0,,0.016,16
4564,56567051,94.746094,-25.613083,233.03302,-18.082216,0,0.0,0.0,0.0,,0.04,16
4565,56581526,348.549103,-48.141209,338.401915,-61.743703,0,0.2619,0.4959,0.1403,42.2397,0.009,42
4567,56593559,195.820312,-21.542267,306.595552,41.245217,0,0.0905,0.144,0.0279,39.1693,0.093,42
4571,56635330,68.203125,-35.501846,237.472218,-42.595097,0,0.0,0.0,0.0,,0.013,16
4574,56675654,155.74675,-61.566963,286.201835,-3.615472,0,0.0,0.0,0.0,,0.481,16
4577,56818916,332.048462,-47.55368,349.076594,-52.287517,0,0.0,0.0,0.0,,0.014,16
4582,56901403,323.964844,-5.379379,48.926023,-38.703507,0,0.0,0.0,0.0,,0.045,16
4584,56927863,351.5625,-28.122234,24.968481,-71.12873,0,0.0672,0.0703,0.0174,37.5068,0.02,42
4587,56990554,59.0625,-31.563116,230.688922,-49.775585,0,0.231,0.5921,0.0808,42.7042,0.009,62
4588,57013110,106.102943,-52.029728,262.363496,-19.176846,0,0.5658,0.5879,0.0214,42.6853,0.09,42
4591,57043307,136.757812,-20.902014,248.530051,17.518785,0,0.1592,0.1541,0.0119,39.3305,0.123,42
4597,57079255,246.621094,-15.094787,0.646417,22.905626,0,0.0,0.0,0.0,,0.599,16
4601,57249593,64.863281,-6.880079,200.527972,-36.76702,0,0.0832,0.0863,0.0117,37.974,0.081,62
4603,57320649,143.964844,-1.492246,236.133081,34.962901,0,0.0892,0.1045,0.7815,38.4164,0.026,62
4604,57358781,35.507812,1.940072,163.42538,-53.653687,0,0.135,0.1529,0.0164,39.3121,0.032,62
4605,57372172,305.859375,-20.582914,23.309931,-29.068367,0,0.1289,0.5712,0.3571,42.6096,0.053,62
4607,57511950,202.627121,-57.209084,308.226047,5.260508,0,0.0,0.0,0.0,,0.841,16
4610,57563181,109.863281,-30.691587,243.398074,-8.014382,0,0.0,0.0,0.0,,0.148,16
4612,57610855,137.460938,-22.508005,250.261737,16.998026,0,0.0,0.0,0.0,,0.121,16
4615,57686715,28.300781,-25.944481,211.530139,-76.143587,0,0.0441,0.072,0.0199,37.5603,0.01,42
4618,57820454,66.269531,-38.300922,241.163274,-44.341985,0,0.0,0.0,0.0,,0.025,16
4619,57823957,149.704727,-42.210369,271.967675,10.051704,0,0.0,0.0,0.0,,0.22,16
4620,57833763,124.980469,-30.345182,249.719514,3.374134,0,0.0,0.0,0.0,,0.24,16
4621,57839024,97.03125,-5.529265,215.22588,-7.69447,0,0.1933,0.1733,1.109,39.6112,0.441,42
4622,57846483,207.597656,-15.404094,323.273914,45.12646,0,0.4284,0.4971,0.4906,42.2459,0.067,42
4625,57927713,353.119843,-44.597992,339.92011,-66.43923,0,0.0835,0.0814,0.0191,37.8419,0.01,42
4630,58049237,160.3125,-24.460293,268.650616,29.608914,0,0.1298,0.125,0.881,38.8357,0.068,42
4633,58070066,175.253906,-40.620186,288.762203,20.305915,0,0.2749,2.2083,0.5218,46.22,0.101,42
4634,58096682,225.703125,-1.044512,356.568271,47.670996,0,0.0871,0.1024,0.0122,38.3711,0.05,42
4635,58112745,211.544113,-52.029728,314.448377,9.162947,0,0.0,0.0,0.0,,0.433,16
4636,58143636,97.910156,-31.738394,240.092709,-17.768245,0,0.0,0.0,0.0,,0.063,16
4637,58144494,127.96875,-20.264481,242.898393,11.323894,0,0.0,0.0,0.0,,0.088,16
4639,58162450,91.947113,-51.255806,259.100509,-27.457252,0,0.2456,0.1055,0.8901,38.4388,0.047,42
4640,58173673,343.363647,-59.488411,326.789156,-51.825836,0,0.0942,0.0791,0.0114,37.7742,0.019,42
4643,58242751,140.976562,-16.801838,247.898231,23.210064,0,0.1209,0.0663,0.0294,37.371,0.046,42
4644,58244212,36.10672,-42.410164,257.880937,-65.684241,0,0.2445,0.5705,0.1525,42.6063,0.013,42
4645,58292877,60.292969,-3.583322,193.993132,-39.00222,0,0.2701,0.2987,0.3623,40.9448,0.114,42
4647,58361162,326.425781,-10.503271,44.571728,-43.331524,0,0.1532,0.0403,0.0317,36.2537,0.032,42
4651,58514166,255.9375,-22.831406,359.836108,11.213329,0,0.0,0.0,0.0,,0.516,16
4652,58527015,135.175781,-18.209957,245.34291,18.026577,0,0.0195,0.0398,0.0341,36.2248,0.115,42
4654,58556668,14.765625,-14.015684,131.036719,-76.767299,0,0.3231,0.3535,0.0318,41.3694,0.019,88
4658,58660846,125.859375,-15.558919,237.764459,12.280237,0,0.0,0.0,0.0,,0.054,16
4663,58819647,170.15625,-14.015684,271.950354,43.326313,0,0.1171,0.1331,0.011,38.9835,0.033,42
4670,59009102,114.785156,2.985506,215.729392,11.970561,0,1.0236,0.9458,0.1431,43.9506,0.062,88
4673,59048477,310.078125,-30.51823,13.365705,-35.607634,0,0.1115,0.1081,0.0062,38.4951,0.064,42
4682,59206712,19.09664,-45.389202,289.325983,-71.074224,0,0.1964,1.1791,1.0089,44.5429,0.012,42
4685,59237112,74.355469,-4.181528,203.084814,-27.183293,0,0.1624,2.6391,1.1519,46.6903,0.039,42
4686,59262634,81.210938,-24.460293,227.215188,-29.187243,0,0.6444,0.6381,0.2339,42.9014,0.03,88
4687,59287246,114.082031,-2.388015,220.243729,8.862292,0,0.1809,0.2893,0.3282,40.8647,0.077,62
4688,59361580,297.246094,-27.615883,12.945677,-24.035651,0,0.4919,0.4591,0.2898,42.0395,0.106,42
4690,59385245,67.5,-38.873585,242.013176,-43.405155,0,0.7054,0.7137,0.0688,43.1985,0.021,88
4692,59457237,71.894531,0.298417,197.342343,-27.099028,0,0.0943,0.1169,0.0106,38.6794,0.063,42
4694,59498091,248.730469,-0.895283,14.883083,29.481952,0,0.2374,0.2152,0.2709,40.134,0.1,42
4695,59517412,269.774994,-52.801853,340.292123,-13.969355,0,0.2087,0.2554,0.435,40.5546,0.121,42
4696,59585378,203.427841,-53.956783,309.194615,8.400136,0,0.0,0.0,0.0,,0.396,16
4697,59590565,236.515747,-42.210369,334.191805,9.821071,0,0.0,0.0,0.0,,0.305,16
4703,59753617,124.662163,-48.532253,264.65095,-7.053204,0,0.0,0.0,0.0,,0.557,16
4704,59755963,234.316406,-3.583322,1.953036,39.583478,0,0.125,0.1326,0.0101,38.9735,0.183,62
4706,59811952,94.570312,-6.429418,214.931703,-10.286038,0,0.0,0.0,0.0,,0.492,16
4707,59822050,124.144737,-47.357574,263.471691,-6.69369,0,0.0,0.0,0.0,,0.572,16
4710,59889755,200.214844,-31.03924,310.316386,31.410295,0,0.0,0.0,0.0,,0.056,16
4711,59907038,357.890625,-28.801123,22.235776,-76.68265,0,0.4156,0.4389,0.0285,41.9234,0.016,42
4712,59948995,219.726562,-4.031936,346.839273,49.454859,0,0.0,0.0,0.0,,0.093,16
4713,60022063,148.359375,-24.132875,258.858453,23.133332,0,0.1188,0.1259,0.0153,38.8528,0.052,42
4715,60072280,46.054688,-4.630479,183.453191,-51.181113,0,0.4845,0.5018,0.0195,42.2707,0.06,62
4716,60075299,315.351562,-28.461132,17.206221,-39.613838,0,0.0,0.0,0.0,,0.084,16
4718,60082937,324.492188,-23.155577,26.997007,-46.297772,0,0.0617,2.609,0.804,46.6601,0.04,42
4720,60114336,191.425781,-20.74238,301.124527,42.109241,0,0.1354,0.1499,0.4293,39.2643,0.054,42
4721,60222264,335.566406,-13.554784,46.67551,-52.671988,0,0.0,0.0,0.0,,0.034,16
4722,60229192,0.244565,-55.873348,317.051594,-59.850142,0,0.3504,0.3498,0.0121,41.3428,0.012,62
4723,60236596,319.921875,-34.048595,10.674115,-44.405319,0,0.213,0.2309,0.0357,40.3066,0.089,42
4727,60374532,181.230469,-9.291553,284.135204,51.874452,0,0.5686,0.5709,0.0179,42.608,0.069,88
4728,60447309,148.710938,-32.97485,265.336332,16.711217,0,0.0,0.0,0.0,,0.08,16
4729,60448244,322.910156,2.985506,56.870331,-33.240166,0,0.2201,0.5769,0.2147,42.6358,0.053,42
4731,60472968,261.657318,-57.018551,334.182839,-11.963205,0,0.0,0.0,0.0,,0.104,16
4732,60476366,334.335938,-9.140394,51.856535,-49.453425,0,0.1728,0.1819,0.1332,39.7265,0.06,62
4733,60478784,87.714844,-37.544327,243.268187,-27.530602,0,0.0,0.0,0.0,,0.053,16
4734,60498594,158.730469,-24.296478,267.177492,28.936579,0,0.2161,0.2267,0.0113,40.2616,0.054,42
4738,60641958,26.191406,-0.895283,151.146622,-60.811783,0,0.4836,0.5034,0.0196,42.2791,0.026,88
4739,60717845,215.683594,-3.882372,341.835169,51.956732,0,0.1734,0.5637,0.3633,42.5748,0.05,62
4741,60754510,87.026428,-47.55368,254.348715,-30.023429,0,0.1238,0.1333,0.0047,38.9873,0.057,42
4742,60769248,27.448133,-44.796005,273.276646,-68.823268,0,0.0583,0.0257,0.0143,35.2511,0.015,42
4744,60868379,8.613281,-35.318771,325.765359,-81.043388,0,0.0975,0.1196,0.1626,38.7318,0.01,42
4745,60894865,332.402344,-2.686724,58.121146,-44.25191,0,0.1811,0.1928,0.2318,39.8677,0.085,42
4748,60940369,290.390625,-28.461132,9.840614,-18.654058,0,0.5087,0.3068,0.7132,41.0121,0.09,42
4749,60946236,173.287292,-56.446381,292.223815,4.788989,0,0.2502,0.2451,0.0106,40.4535,0.333,42
4756,61044710,241.347656,2.089372,13.121496,37.307586,0,0.1687,0.1444,0.3621,39.175,0.074,42
4757,61063886,347.519531,-26.276812,29.282104,-67.384679,0,1.9947,2.2458,0.1561,46.2647,0.031,88
4758,61069263,18.28125,-34.409527,271.674092,-81.359695,0,0.2335,0.2203,0.0118,40.1918,0.017,42
4759,61086594,103.535156,-35.685333,245.73767,-14.919756,0,0.5663,0.5832,0.0148,42.6643,0.203,42
4761,61111791,300.410156,-11.415158,30.397859,-20.690103,0,0.1398,0.1753,0.0148,39.6376,0.124,42
4765,61220354,219.023438,-18.367102,334.964784,37.90985,0,0.5656,0.5051,0.0267,42.2875,0.085,88
4766,61226666,103.535156,-37.544327,247.515532,-15.637115,0,0.441,0.5335,0.0386,42.4303,0.157,42
4768,61361837,139.21875,-32.619843,259.137337,11.454978,0,0.1416,0.1395,0.0104,39.094,0.162,62
4770,61381457,291.445312,-27.11186,11.527691,-19.03057,0,0.0992,2.3634,1.0828,46.3995,0.082,42
4772,61444402,286.171875,-8.234748,27.072463,-6.673048,0,0.0,0.0,0.0,,0.283,16
4775,61501795,237.65625,-14.015684,355.173108,30.152934,0,0.174,0.2009,0.0133,39.9674,0.118,62
4776,61510669,121.816406,-33.868706,251.17789,-0.80535,0,0.0,0.0,0.0,,0.773,16
4777,61517181,288.984375,-20.902014,16.606113,-14.559839,0,0.0861,0.1361,0.0251,39.0353,0.099,42
4779,61541235,154.335938,-29.142223,266.794812,22.711395,0,0.0,0.0,0.0,,0.05,16
4788,61668962,142.207031,-33.868706,261.83126,12.380869,0,0.0,0.0,0.0,,0.146,16
4789,61676194,118.300781,-2.686724,222.539909,12.434626,0,0.0968,0.0987,0.1757,38.284,0.043,42
4792,61700731,124.672134,-56.064457,271.041522,-11.168809,0,0.1155,0.0908,0.0288,38.0921,0.426,42
4793,61749689,153.055557,-60.056278,284.268969,-3.086125,0,0.0,0.0,0.0,,0.753,16
4795,61755703,70.3125,0.74606,195.982372,-28.218002,0,0.0,0.0,0.0,,0.061,16
4797,61803685,1.757812,-10.958863,87.944383,-70.750522,0,0.1712,0.1538,0.0186,39.3249,0.032,42
4799,61843700,356.308594,3.284369,92.666339,-55.648149,0,0.2094,0.2139,0.0098,40.1195,0.041,42
4800,61866802,211.640625,0.149208,339.794448,57.542042,0,0.1886,0.2048,0.0101,40.0133,0.041,62
4806,62044958,12.65625,0.74606,122.497288,-62.125002,0,0.0757,0.0536,0.0265,36.8927,0.019,42
4807,62050723,90.175781,-12.329984,218.45972,-16.754865,0,0.0,0.0,0.0,,0.291,16
4809,62077340,287.226562,-13.094776,23.127951,-9.748042,0,0.1324,0.117,0.0205,38.6807,0.242,42
4811,62131858,73.723404,-45.98114,251.600459,-38.9776,0,0.1083,0.0896,0.0202,38.0624,0.017,62
4812,62202304,28.828125,-16.179399,179.71119,-71.588888,0,0.129,0.0941,0.0523,38.1749,0.012,42
4813,62230846,102.304688,-7.933337,219.752914,-4.098443,0,0.0,0.0,0.0,,0.532,16
4815,62243748,118.300781,2.089372,218.203544,14.680405,0,0.0,0.0,0.0,,0.036,16
4817,62286040,258.398438,0.149208,21.35322,21.697578,0,0.0,0.0,0.0,,0.23,16
4819,62324231,74.882812,-9.140394,208.354153,-28.988726,0,0.2428,2.6887,1.1789,46.7392,0.078,42
4824,62388395,37.734375,-54.340912,275.965206,-57.265232,0,0.0,0.0,0.0,,0.027,16
4826,62428500,316.897583,-59.29895,336.608899,-40.272017,0,0.0,0.0,0.0,,0.037,16
4827,62490771,190.019531,-32.089951,300.133168,30.720057,0,0.0,0.0,0.0,,0.073,16
4829,62522166,5.097656,-16.024099,88.39026,-76.765568,0,0.2141,0.2209,0.0067,40.1987,0.021,62
4830,62522829,291.09375,-24.460293,13.996024,-17.747971,0,0.0682,0.0756,0.0093,37.6728,0.102,42
4834,62590415,206.894531,-41.41119,314.109526,20.238874,0,0.0,0.0,0.0,,0.069,16
4838,62662302,106.523438,-22.185358,234.380528,-6.864265,0,0.0,0.0,0.0,,0.292,16
4840,62698558,151.425003,-52.801853,279.328259,2.30272,0,0.0,0.0,0.0,,0.669,16
4844,62797090,314.121094,-40.620186,1.290891,-40.348321,0,0.3987,0.3921,0.0309,41.6334,0.031,42
4845,62799017,219.013763,-49.31284,319.901832,10.080847,0,0.1955,0.1685,0.0592,39.5435,0.208,42
4847,62987535,40.429688,-13.401351,190.384983,-60.824022,0,0.1281,0.1595,0.2724,39.412,0.022,42
4849,63003617,66.269531,1.790785,192.467612,-31.064257,0,0.0,0.0,0.0,,0.141,16
4852,63039242,132.890625,-14.631667,240.943643,18.408191,0,0.0,0.0,0.0,,0.038,16
4853,63051618,240.46875,-32.266235,343.283111,15.303356,0,0.1443,0.1459,0.6908,39.2,0.175,42
4854,63142088,164.882812,-23.480536,272.207738,32.630484,0,0.1175,0.1816,0.0465,39.7233,0.043,42
4857,63238616,50.976562,-10.958863,196.127871,-50.724823,0,0.6046,0.6104,0.0297,42.7843,0.057,88
4858,63252221,206.367188,-10.655059,323.858896,50.008479,0,0.2707,0.289,0.0105,40.8622,0.056,62
4862,63287280,91.51442,-51.255806,259.048316,-27.72407,0,0.1843,0.2336,0.0588,40.3355,0.041,42
4863,63291592,325.019531,-23.317957,26.9586,-46.808138,0,0.3924,0.393,0.0273,41.6395,0.047,42
4864,63333778,165.761719,-10.806923,264.585527,43.847874,0,0.0,0.0,0.0,,0.037,16
4867,63387962,154.863281,-15.094787,257.167081,33.946005,0,0.3902,0.3379,0.6292,41.2551,0.076,62
